标题,内容,点赞,收藏,评论,笔记链接,图片链接,作者,keyword:贵阳 自由行 攻略,2025年02月28日 14:41
贵州自由行｜高铁+大巴攻略❗️不累不折腾,"day1:高铁到贵阳北站，晚上去甲秀楼-白宫
	
day2:
高铁🚄贵阳北➡️安顺西
汽车：旁边安顺西客运站➡️黄果树瀑布景区
景区游玩大概6个小时，原路返回贵阳住宿
	
day3:带行李走
高铁🚄贵阳北➡️荔波➡️景区直通车➡️小七孔景区东门（寄存行李）
景区游玩大概4个小时，东门进东门出拿行李.
🚌小七孔景区直通车➡️西江千户苗寨（车票可在现场买，旺季暑期最好携程上提前买票）
晚上住宿西江千户苗寨景区内，最好选择民宿在山脚下的，因为苗寨景区内是缓坡往山上走的。
	
day4:
西江千户苗寨内溜达，拍拍写真
下午大北门出去即客运站买票➡️高铁站凯里
高铁🚄凯里➡️贵阳北
	
涉及到的门票🎫有
黄果树瀑布：门票+观光车+扶梯+意外保险=270
荔波小七孔：门票+观光车=170
西江千户苗寨：门票+观光车=110
	
#荔波小七孔 #贵州 #黄果树瀑布 #西江千户苗寨",4959,6478,242,https://www.xiaohongshu.com/explore/669bacd60000000005004056?xsec_token=AB3j7P7sblOJBch4Jlh7HVObYiNGk8e2AFF1pI35WG4V4=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281446/b11905f301a8914b4f57ec85a3e4258f/1040g2sg315fn2klsio705oec3908d00nr619jao!nd_dft_wlteh_webp_3,皮皮的小鼓🥁,,
🏰贵州，一座让你来了就不想走的地方,"姐妹们！🌈这里就是西游记里的瀑布，还有美得让人失语的天空之城，还有来了就不想走的千户苗寨！🌈想旅游就选贵州吧，我已经熬夜整理了贵州攻略，姐妹们不用操心啦！
🚶♀️出行前准备：
证件：身份证、学生证
衣物：外套、运动鞋、墨镜、防晒衣，别忘了雨具哦！
洗护用品：护肤品、化妆品、洁面巾和浴巾
电器：充电线、充电宝、耳机和自拍杆
药物：晕车药、感冒药和防蚊虫喷雾
✅路线推荐：
Day①：落地贵阳（自由活动）→ 花果园白宫、青云市集、民生路、正新街 → 晚上住贵阳
Day②：贵阳 → 黄果树景区 → 天星桥 → 返回住贵阳
Day③：贵阳 → 荔波小七孔 → 住千户苗寨（可观夜景）
Day④：西江千户苗寨 → 镇远古城 → 住古城
Day⑤：镇远古城 → 梵净山 → 贵阳返程
🚘交通：
飞机：贵阳龙洞堡国际机场
动车：贵阳站、贵阳北站
（机场和高铁站内均有地铁和快速公交BRT可直达市区，大约20分钟左右，方便极了！）
出租车：起步价不高，打车也是不错的选择。
公交：贵阳公交线路多，方便快捷，步行距离较短。
🏠住宿：
①贵阳推荐住地铁喷水池站或花果园附近，地处中心地带，去哪都比较方便，周边配套设施也齐全
②镇远可以住新大桥和祝圣桥之间，那里的美食和风景都很棒
③千户苗寨西门附近地势高视野好，价格贵；不过北门附近可以住6号桥周边，性价比高。
🥘推荐美食：
1⃣贵阳美食：酸汤鱼、酸汤牛肉火锅、肠旺面、破酥包、糯米粉、丝娃娃、香酥鸭、糖麻圆、脆哨…
2⃣荔波美食：豆花烤鱼、杨梅汤
3⃣苗寨美食：最具特色的就是长桌宴，几十块一个人，有唱歌和高山流水敬酒仪式，主要吃一个气氛！还有黑毛猪烤肉串，好吃到停不下来…
⚠注意事项：
1⃣黄果树和小七孔瀑布雾汽较大，可随身携带雨伞或者雨衣在身上，以及溯溪鞋和舒适的运动跑步鞋
2⃣饮食习惯偏酸辣，吃不惯的话可提前和厨房说一下
3⃣苗寨写真建议去到再慢慢挑选，那里有几百家写真馆，可以实地看衣服和妆造再进行选择，人多还可以讲价或多要几张精修，网上客片水较深
☑️小贴士：贵州的景点相隔都很远，如果自己去的话不太建议自由行，毕竟不熟悉当地交通，而且订酒店景点门票头疼，建议跟个当地团，不仅出行景点门票都包，而且相比自由行而言更省钱‼️
﻿#贵州旅游﻿ ﻿#黄果树瀑布﻿ ﻿#千户苗寨﻿ ﻿#灵魂和肉体都在路上﻿ ﻿#贵州美食﻿ ﻿#贵州旅行攻略﻿ ﻿#旅游﻿ ﻿#贵州﻿ ﻿#不早起旅行日记﻿",63,32,12,https://www.xiaohongshu.com/explore/67b58404000000000e007eda?xsec_token=ABUG3PXM2rkDKZT301D-MHGE_eEPwaSL2wvhF6QJyBLWw=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281446/a3a57b65151bcd1bad20024a327aea0c/spectrum/1040g34o31e2uiopu12005por99l7c4d4abceu5o!nd_dft_wlteh_webp_3,享游旅行,,
存下吧❗这才是1-2月去贵州的正确游玩攻略,"寒假春假要来贵州的宝子们，看这篇攻略就够啦❗找不到这么全的了
--
🚌贵州交通指南
🔹机场：龙洞堡机场，离市区14公里，可选择机场大巴、公交或打车。
🔹火车站：贵阳站，处于市区。
🔹动车/高铁：贵阳东站（较偏）、贵阳北站（离市区近）
🔹景区交通：景点间交通多以高铁、汽车为主，部分需转车。
--
㊙️25年更新免门票人群【日期：2025年1月1日持续至12月31日】
✔️6周岁以下儿童、65周岁以上老年人
✔️人民警察、现役军人、人民教师、医护工作者以及学生
✔️全国在校大、中、小学生凭有效学生证明、学生证件
--
▶️行程规划
1️⃣第①天：﻿#贵阳﻿ （建议坐飞机到龙洞堡机场或者坐高铁到贵阳北站）
2️⃣第②天：﻿#黄果树瀑布﻿
高铁：贵阳北—安顺（西），46，30min
下高铁后，从安顺西客运站坐中巴车前往黄果树客运站22r，30min。
3️⃣第③天：﻿#荔波小七孔﻿
高铁：贵阳北—荔波站，100左右，1h
下高铁之后，公交车11路直达景区东门，💰5/人
4️⃣第④天：﻿#西江千户苗寨﻿
高铁：贵阳北—凯里南，50min
高铁出站后，去左手边的景区直通车售票大厅，35，就能直达苗寨。
5️⃣第⑤天：﻿#梵净山﻿
凯里南—铜仁站【每天2班次】
下高铁后步行到铜仁旅游客运站，50/人到梵净山
	
希望大家在贵州能玩的开心哦~~﻿#贵州旅行﻿ ﻿#贵州旅游攻略﻿ ﻿#贵州旅游﻿ ﻿#贵州网红旅游景点﻿ ﻿#春节去哪儿旅游﻿",6669,7445,441,https://www.xiaohongshu.com/explore/6780ccee000000000b03a9cf?xsec_token=ABTGC9kH7HEP_tx_pEo_bluJU9Mip2gVhQMqm9AgrsniA=&xsec_source=pc_search&source=web_explore_feed,,泡芙去哪玩,,
本地人熬夜总结📒四天三晚保姆级攻略,"给姐妹们整理了一份保姆级四天三晚攻略，计划去贵州旅游的宝子赶紧收藏起来吧👭
-
👉出行准备
1⃣证件：身份证、学生证
2⃣衣物：根据出行时的天气准备适量的衣物
3⃣生活用品：化妆品、水乳、洗面奶、防晒霜等
4⃣电器：手机、充电器、耳机、充电宝、照相机等
-
🌟旅行计划
1⃣确定出行时间，人数，天数，景点
2⃣列出免票人群
3⃣预定机票，门票，酒店
4⃣查看天气预报，带好所需物品证件
5⃣下载好“一应黔行”
-
🚗交通指南
✈️飞机：龙洞堡国际机场距贵阳市区有14公里，可以在机场乘坐大巴、公交或者出租很快就能到市区。机场大巴20、打车30左右
🚄高铁/火车：✋🏼选贵阳站、贵阳北站离繁华地段比较近，交通也比较方便。贵阳东站比较偏僻到市区不太方便
🚇地铁：只有贵阳市区有地铁，运营线路较少，站点比较稀疏。到地铁站可能要有一段距离
🚌公交：贵阳公交比较方便线路也多，相比地铁步行要少
🚕出租车：如果有预算的话打车也是不错的选择，不走路不绕路，起步价也不高
-
🔥4天3晚（贵州经典游不劳累路线）
①贵阳下-住贵阳
②贵阳-黄果树-住荔波
③荔波-小七孔-西江苗寨-住凯里
④凯里-贵阳回家
-
🎁伴手礼推荐
📍刺梨：是云贵川特有的灌木生果实，富含维生素C，口感酸酸甜甜，低热量！
📍丁家脆哨：是贵州美食的灵魂之一！带回家拌面拌粉很好吃！
📍但家香酥鸭：地地道道的贵阳特产，炸地很酥脆，香香麻麻的，可以真空包装带走。
📍麻辣牛肉干：手撕牛肉干！！肉质紧实，口齿留香且非常有嚼劲
-
🌕贵州非遗文化宝藏
蜡染、枫香染、傩戏、水书、思南剪纸、花烛
石桥造纸、马尾绣、苗绣、牙舟陶、赤水晒醋等
-
☑️tips
贵州的景点相隔都很远，经典景区的车程大多数是在4个小时，如果✋🏼次去的话不太建议自由行，毕竟不熟悉当地交通、旅游资源的话会很麻烦，而且订酒店景点门票头疼，建议跟个当地tuan，不仅出行景点门票都包，而且相比自由行而言更省钱‼️
-
【旅行玉定】关🐷+在👇平论区dd[人数+天数]即可获取详情~
#周末去哪儿 #贵州 #贵州旅游 #贵州旅游攻略 #贵州美食 #贵阳 #贵阳旅游 #国庆节旅游 #旅游攻略 #西江千户苗寨",658,630,76,https://www.xiaohongshu.com/explore/66e8025800000000270025a7?xsec_token=ABTtkM_74aAnRmGC7F52bBpHMUnmixvHwEVy6Lv2MNxLo=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281447/7d5e6e987dac94cf39c279fe29165613/1040g2sg317q8cnk24adg5o2tp1vgbnhto310f7g!nd_dft_wlteh_webp_3,贵州青旅Y-定制游,,
去完贵阳我的真实感受，帮大家少踩雷！！！,"贵阳好吃，但是真的很容易踩雷吃到盗版之类的或者没看清楚营业时间跑空，总结了一些我有踩到的雷给大家参考一下，后面几张放上吃了三十几家的个人感受
	
#贵州 #贵州旅游 #贵州旅行 #贵州美食 #精神贵州人的DNA动了 #贵阳美食 #贵阳旅游 #贵阳美食打卡指南 #国庆旅游攻略  #贵州旅行攻略",1799,2018,259,https://www.xiaohongshu.com/explore/6702a153000000002c0151ac?xsec_token=ABPHzdOXLexY0cd-7uvd3sOM2h9cEFZAGSrcqbAMNCR6o=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281447/5150569081b62150dbda82d34b46976a/1040g008318k8dvlj3q005nolnmsg8vedeqij6pg!nd_dft_wlteh_webp_3,腌骨茹,,
去过8次贵阳，写给第一次来贵阳玩的姐妹,"第一次来贵阳旅游，可以跟着p3p5的景点美食地图打卡哦，不用提前做攻略~
这个地图不仅可以实时导航，还能看其他人发的攻略，比如p6
完整导航版旅游地图看p4，自定义行程参考p8和p9
#贵阳旅游 #贵阳旅行 #贵阳攻略 #贵阳美食 #贵阳美食攻略 #贵阳旅游攻略 #贵阳一日游",269,365,1,https://www.xiaohongshu.com/explore/6773b25b000000000b00e3cd?xsec_token=ABHnkpgbM8ijx4M1AMDLKj__YyPDX-8hwqh5eDYs2LkEc=&xsec_source=pc_search&source=web_explore_feed,,钵钵鸡,,
🚄情侣特种兵之贵阳｜两天两晚 💰人均500,"🚗 交通：
- 市内交通：贵阳地铁+打车，景点之间距离不远，推荐地铁出行，便捷实惠
---
🏨 住宿
- 位置：酒店我住在观山湖区“兴筑路地铁站”（1号线）附近，附近有万象汇和许多小吃
- 地铁1号线直达市中心，去景点也比较方便，我住了两晚才💰211，一开始抱有怀疑的态度，结果真的超出我的预期，这个价位真的很不错了！
	
💋Day1
到的时候已经是晚上九点多了，吃了海底捞就回酒店休息准备第二天的特种兵
	
💋Day2
1️⃣ 民生路美食街
🍡 碗饵糕：软糯香甜，口感超特别，我一个不喜欢吃面包的人觉得好吃！吃起来也不会干巴
	
🥔 蛋包洋芋：土豆控必冲，单吃有点咸
	
🥤刺梨汁：贵阳特色饮品，喝不习惯
	
🐱 猫耳朵现炸洋芋片：好吃，推荐番茄和海苔味
	
🍜 晓芬叉烧圆子粉：好吃～叉烧也蛮多
	
🥤 去茶山：本地网红奶茶店，推荐芭乐生椰贵州铜仁抹茶，抹茶搭配芭乐好喝不腻
	
羊肉粉（路边随便找的）：好吃～来贵州一定要尝试，跟我以前吃的完全不一样
	
2️⃣ 甲秀楼  （免费）
- 贵阳地标建筑，晚上灯光超美，适合拍照打卡📸
- 在河边散步吹风超舒服～
	
3⃣️东山寺  （免费）
- 爬上山大概20分钟，山顶可以俯瞰整个贵阳，打卡贵哈顿机位，风景绝美！
- 寺庙很安静，适合静心祈福～
⚠️尽量穿舒适的鞋子，上去全程楼梯
山顶风大 注意穿着保暖
	
4⃣️ 青云市集
- 贵阳超火的文创市集，有很多手工艺品（冰箱贴等）、特色小吃，还能买到刺梨干、辣椒酱等伴手礼～
🍜晚饭吃了坨坨肉，一般般～
	
💋Day3
睡到自然醒，吃碗牛肉粉结束贵阳之旅，准备下一站成都啦～
总结：吃的喝的都不贵，性价比超高，两人花费1k左右（丰俭由人）上班族大学生周末冲就对了！
#穷游攻略 #情侣出游 #极限特种兵旅游 #贵阳 #贵州旅游 #贵阳吃喝 #美食特种兵 #特种兵大学生旅游 #洋芋",120,73,13,https://www.xiaohongshu.com/explore/67b88bd7000000000e007098?xsec_token=AByms7XnCmbp5uzGbQXsk44vU_sCBrdSWRSyUllcexIHg=&xsec_source=pc_search&source=web_explore_feed,,心如止水,,
贵阳三天两晚吃喝玩保姆级攻略！人均800 ➕,"在贵阳玩了几天 真的巨开心🥳
吃喝玩乐都很好 还很便宜 立马给你们赶出来攻略
🚄高铁:贵阳北站/龙洞堡站（都可以）
建议贵阳北站 比较近！
🏠第一天住：喷水池附近
（很繁华离很多景点都是起步价）
🏠第二天住：花果园附近
（大家看要去的景点分布～ 或者都住喷水池附近也没关系 都不是很远）
下面的吃喝还有逛景点我只写出来一些景点的注意事项 不用完全按照我的路线走 大家可以有取舍
1️⃣黔灵山公园
早上可以去吃个粉 然后去逛公园
从南门进 缆车🚡直接到最高处步行下山
中途很多景点都可以看看 （一定要去动物园！）
真的很多动物 都很可爱很听话
不要随意喂路边小猴子 他们可能会抢东西哦
2️⃣青云市集
那里面有挺多小吃然后饮品
挺热闹的推荐晚上去亮灯应该会更好看
吃吃喝喝拍拍也挺好玩的
3️⃣东山寺
打车的话推荐到 东山路与栖霞路交叉口
会比较近
山上风景很好东山寺也很漂亮很好拍照
上面吹吹风也很舒服
4️⃣city walk路线 圆通街-堰塘街-省府北路
一条街连着 都是可可爱爱到小店 有咖啡店中古还有一些饰品猫咖 反正挺多种类的小店
路边也很好拍照📷很有氛围
5️⃣甲秀楼
推荐晚上去！因为离我们酒店不远我们走路去的
还是挺热闹好拍照的 吃饱了散散步很不错
拍照很出片
6️⃣蔡家街+民生路+正新街
三条美食街连在一起 很多当地的特色小吃
人多的话可以都试试 正常价格挺便宜的
7️⃣花果园(白宫/双子塔)
白宫前有一个大广场晚上很热闹 人巨多
天黑来比较好出片
再去看白宫广场可以同时看到白宫和双子塔
✨然后就是一些吃喝玩乐啦！贵阳真的好好吃🤤 我都感觉我只后会再来
好啦！碎碎念到这里咯
#贵阳旅游#贵阳旅游攻略#贵阳吃喝玩乐#旅游攻略 #旅游推荐 #城市探寻计划 #假日citywalk",2.4万,1.8万,295,https://www.xiaohongshu.com/explore/6673210d000000000e030087?xsec_token=ABG8MpxGK4Q3eiDeI4Ao9tppf1DZj42JTMtVKk-6hrU7w=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281447/d428e0097e342c59b2258730d3114662/1040g008314840ppml6005oadlu9gjivbghargc0!nd_dft_wlteh_webp_3,ZZ梦游记,,
贵州四天三晚攻略,"Day1贵阳：
交通：上午飞机到贵阳龙洞堡国际机场，先办理酒店入住，然后就可以开心玩耍了。
吃：强推豆米火锅！！
住：住在贵阳北比较方便，第二天可以直接出发。
	
Day2黄果树：
交通：一早在贵阳北坐高铁到安顺西（10点左右到），安顺西到黄果树坐景区直通车，票价22元一人。晚上原路返回贵阳，去吃夜宵。
	
Day3荔波小七孔：
交通：贵阳东坐高铁到荔波站，坐景区直通车。因为晚上要去千户苗寨，在小七孔客运站坐大巴，距离小七孔的东门近，就去的东门，行李寄存在东门。17：30的大巴去千户苗寨，21点左右到的，办理入住后，去千户苗寨看了夜景。
	
Day4千户苗寨：
交通：游览千户苗寨，下午打的去凯里南，高铁到贵阳北，打车到机场返程。
住：建议住在苗寨外面，住在里面还要自己爬坡找民宿，而且溢价严重。住在外面一般民宿都会负责接送。#荔波小七孔 #旅游攻略 #贵州旅游 #西江千户苗寨 #黄果树瀑布",95,126,15,https://www.xiaohongshu.com/explore/67034ecf000000002c02c820?xsec_token=ABAIthen2urzbI1WRTp7iuBAdU5RXYwHWn6a5Oa3wA2F0=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281447/0a75cd1cdcc30f9272c4f9e162c24815/1040g2sg318ktjc854cr05o5ibem08i2o66m57ro!nd_dft_wlteh_webp_3,北辰,,
贵阳5天4晚花费9k➕,"还有500块是老公付的就没记在账本里
在贵阳的全程就是走走走 吃吃吃 四川人的口味在贵阳吃的还是很快乐的  我老公就不行 啥啥都吃不来
每个景区都要坐很久的大巴车 每次预留的时间都不够 后来干脆放弃记录时间
地下通道太复杂 开着导航都是一脸懵逼的
市区人太多 2.3公里远的距离全靠腿 根本没有车愿意接 几次都想不顾冷风坐电动车摩的
冰箱贴挑完280就不敢在别的店买东西了 现在有点后悔没有好好逛一逛青云集市
正餐就是贵厨排位5小时 吃了半小时 对其他要排位的网红店再也爱不起来了
#贵阳 #贵阳旅游",83,59,143,https://www.xiaohongshu.com/explore/6704d7cc000000002a032d6c?xsec_token=ABEF-g12A5_sSwA1wO9U4xWWV-53BV_IA0s9ao2p2Hu6k=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281447/f14a96bd5bb8bdeb214df9d557f4cb3f/1040g2sg318mdipe2ju0047co7qss7va0q1nemqg!nd_dft_wlteh_webp_3,小福星pepe,,
3-4月贵州最新攻略，去建议去🆚不建议去,"😭讲真的，贵州旅游不看攻略，第👆一次去真的很容易踩坑！熬夜整理一篇讲清贵州怎么玩！ 3-4🈷打算去贵州旅游的姐妹们，淡季出行也是另一番景色，花点时间看看吧☝直接抄作业啦
-
🥳25年更新免门票人群（带好相关证明）
✔6周岁以下儿童、65周岁以上老年人
✔人民警察、现役军人、人民教师、医护工作者以及学生
✔全国在校大、中、小学生凭有效学生证明、学生证件
-
✔3-4月建议去的景点
📍黄果树瀑布：86版西游记取景地，非常值得一去
📍西江千户苗寨：自然环境优美，贵州版的千与千寻
📍荔波小七孔：人间绿宝石美称，拍照美，山水桥洞都有
📍加榜梯田：从山脚盘绕到山顶，梯田世界之冠
📍甲秀楼：贵阳地标建筑，夜景很美，晚上19：30开灯
📍镇远古镇：夜晚古镇风景迷人，历史悠久
📍梵净山：天空之城美称，佛教名山，蘑菇石奇观
-
🔅5天4晚参考路线
⭕D1: 抵达贵阳-24h接站
⭕D2: 黄果树瀑布-入住青岩古镇附近
⭕D3: 青岩古镇-大七孔 - 入住小七孔景区
⭕D4: 荔波小七孔 - 西江干户苗寨-入住西江
⭕D5: 欣赏苗寨晨景-送站
-
🍜本地人都爱吃的美食
丝娃娃、锅巴糍粑、脆哨、香酥鸭口、夺夺粉、酸汤牛肉火锅、地摊火锅、洋芋粑、蛋包洋芋、恋爱豆腐果、肠旺面、老素粉、花溪牛肉粉、青岩猪脚、烙锅、糯米饭……
-
🔗2-8人纯玩小团、轻松出行，省心省💰
🔗计划去贵州的姐妹们，“出行日期+人数👭”
🔗还有更多行程路线可参与，请留言或直接找我，都会及时回复的哦~
﻿#贵州﻿ ﻿#贵州旅游﻿ ﻿#荔波小七孔﻿ ﻿#西江千户苗寨﻿ ﻿#旅行推荐﻿ ﻿#黄果树瀑布﻿ ﻿#梵净山﻿ ﻿#贵州美食﻿",39,40,1,https://www.xiaohongshu.com/explore/67bc4ffa00000000060292d2?xsec_token=ABa24pGds3urSNzETqnEqRYV-n-9TcSc-GC_SIihUEytg=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281447/1bfbb561659c9ffc64c25e5d715eaf97/1040g2sg31e9iu9aggsdg5phpuom3cqovh7j0ov8!nd_dft_wlteh_webp_3,小鱼出游记,,
第一次去贵州旅游💫5天4晚全新攻略💯,3-5月计划来贵州旅游的姐妹们👭，赶紧码好这篇懒人版的贵州旅游攻略吧‼️初次来贵州玩建议您走这条5天4晚的经典路线#贵州旅游攻略 #贵州旅游推荐 #贵州旅游 #贵州旅行 #贵州贵阳旅游,27,29,26,https://www.xiaohongshu.com/explore/67b9807a000000000903a3b8?xsec_token=AB3R2bfnTm5tcyNoKuEe1u-weuB1gnj7hyDaii3t4kGPc=&xsec_source=pc_search&source=web_explore_feed,,贵州旅行小妮,,
